dataset_variant,dataset_group,probability_type,horizon_year,comparison,model_a,model_b,estimate_a,interval_type_a,uncertainty_sd_a,interval_lower_95_a,interval_median_50_a,interval_upper_95_a,estimate_b,interval_type_b,uncertainty_sd_b,interval_lower_95_b,interval_median_50_b,interval_upper_95_b,delta_interval_type,delta_probability,delta_uncertainty_sd,delta_interval_lower_95,delta_interval_median_50,delta_interval_upper_95,abs_delta_probability
SNU,SNU,survival,4,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.803921,95% CI,0.076402,0.747591,0.867128,0.99271,0.795975,95% CrI,0.027615,0.737323,0.7959,0.846073,95% uncertainty interval,-0.007946,0.130325,-0.205701,-0.070402,0.301872,0.007946
SNU,SNU,survival,4,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.802687,95% CI,0.030042,0.731282,0.798638,0.847241,0.795975,95% CrI,0.027615,0.737323,0.7959,0.846073,95% uncertainty interval,-0.006712,0.041176,-0.081511,-0.002275,0.080103,0.006712
SNU,SNU,survival,4,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.81657,95% CI,NA,0.759414,NA,0.878027,0.795975,95% CrI,0.027615,0.737323,0.7959,0.846073,95% uncertainty interval,-0.020595,0.043165,-0.103066,-0.020138,0.065325,0.020595
SNU,SNU,survival,4,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.802687,95% CI,0.030042,0.731282,0.798638,0.847241,0.803921,95% CI,0.076402,0.747591,0.867128,0.99271,95% CI,0.001234,0.130162,-0.306011,0.070104,0.201186,0.001234
SNU,SNU,survival,4,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.81657,95% CI,NA,0.759414,NA,0.878027,0.803921,95% CI,0.076402,0.747591,0.867128,0.99271,95% CI,-0.012649,0.130884,-0.322684,0.05079,0.187476,0.012649
SNU,SNU,survival,4,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.81657,95% CI,NA,0.759414,NA,0.878027,0.802687,95% CI,0.030042,0.731282,0.798638,0.847241,95% CI,-0.013883,0.042906,-0.100505,-0.019366,0.066298,0.013883
SNU,SNU,survival,5,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.779868,95% CI,0.085559,0.718533,0.850375,0.991958,0.772342,95% CrI,0.03045,0.707373,0.771943,0.827595,95% uncertainty interval,-0.007526,0.1364,-0.225567,-0.075955,0.297719,0.007526
SNU,SNU,survival,5,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.778323,95% CI,0.033312,0.697985,0.774373,0.82698,0.772342,95% CrI,0.03045,0.707373,0.771943,0.827595,95% uncertainty interval,-0.005981,0.045202,-0.090237,-0.00233,0.085598,0.005981
SNU,SNU,survival,5,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.78919,95% CI,NA,0.726854,NA,0.856872,0.772342,95% CrI,0.03045,0.707373,0.771943,0.827595,95% uncertainty interval,-0.016848,0.04665,-0.109062,-0.017282,0.075202,0.016848
SNU,SNU,survival,5,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.778323,95% CI,0.033312,0.697985,0.774373,0.82698,0.779868,95% CI,0.085559,0.718533,0.850375,0.991958,95% CI,0.001545,0.137818,-0.305968,0.075685,0.227489,0.001545
SNU,SNU,survival,5,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.78919,95% CI,NA,0.726854,NA,0.856872,0.779868,95% CI,0.085559,0.718533,0.850375,0.991958,95% CI,-0.009322,0.13763,-0.317031,0.060936,0.210908,0.009322
SNU,SNU,survival,5,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.78919,95% CI,NA,0.726854,NA,0.856872,0.778323,95% CI,0.033312,0.697985,0.774373,0.82698,95% CI,-0.010867,0.046679,-0.106233,-0.016021,0.078932,0.010867
SNU,SNU,survival,6,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.759044,95% CI,0.093488,0.691465,0.836589,0.991344,0.752224,95% CrI,0.033003,0.681343,0.751572,0.810735,95% uncertainty interval,-0.00682,0.152092,-0.241701,-0.084992,0.329845,0.00682
SNU,SNU,survival,6,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.757201,95% CI,0.03621,0.669336,0.753378,0.809999,0.752224,95% CrI,0.033003,0.681343,0.751572,0.810735,95% uncertainty interval,-0.004977,0.048718,-0.096621,-0.001721,0.092859,0.004977
SNU,SNU,survival,6,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.752791,95% CI,NA,0.677153,NA,0.836879,0.752224,95% CrI,0.033003,0.681343,0.751572,0.810735,95% uncertainty interval,-5.67e-4,0.055114,-0.102757,-2.24e-4,0.109622,5.67e-4
SNU,SNU,survival,6,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.757201,95% CI,0.03621,0.669336,0.753378,0.809999,0.759044,95% CI,0.093488,0.691465,0.836589,0.991344,95% CI,0.001843,0.152139,-0.337713,0.081467,0.245309,0.001843
SNU,SNU,survival,6,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.752791,95% CI,NA,0.677153,NA,0.836879,0.759044,95% CI,0.093488,0.691465,0.836589,0.991344,95% CI,0.006253,0.15524,-0.340646,0.079558,0.260113,0.006253
SNU,SNU,survival,6,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.752791,95% CI,NA,0.677153,NA,0.836879,0.757201,95% CI,0.03621,0.669336,0.753378,0.809999,95% CI,0.00441,0.056137,-0.105596,0.002195,0.113973,0.00441
SNU,SNU,survival,7,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.740655,95% CI,0.100485,0.667887,0.822901,0.990641,0.734725,95% CrI,0.035326,0.659013,0.734107,0.798661,95% uncertainty interval,-0.00593,0.160431,-0.262886,-0.086885,0.351996,0.00593
SNU,SNU,survival,7,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.738525,95% CI,0.038799,0.643645,0.735129,0.794657,0.734725,95% CrI,0.035326,0.659013,0.734107,0.798661,95% uncertainty interval,-0.0038,0.051747,-0.102521,-0.002155,0.100712,0.0038
SNU,SNU,survival,7,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.752791,95% CI,NA,0.677153,NA,0.836879,0.734725,95% CrI,0.035326,0.659013,0.734107,0.798661,95% uncertainty interval,-0.018066,0.054956,-0.121113,-0.019367,0.095185,0.018066
SNU,SNU,survival,7,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.738525,95% CI,0.038799,0.643645,0.735129,0.794657,0.740655,95% CI,0.100485,0.667887,0.822901,0.990641,95% CI,0.00213,0.161124,-0.352529,0.085679,0.263353,0.00213
SNU,SNU,survival,7,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.752791,95% CI,NA,0.677153,NA,0.836879,0.740655,95% CI,0.100485,0.667887,0.822901,0.990641,95% CI,-0.012136,0.161408,-0.364536,0.068282,0.250311,0.012136
SNU,SNU,survival,7,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.752791,95% CI,NA,0.677153,NA,0.836879,0.738525,95% CI,0.038799,0.643645,0.735129,0.794657,95% CI,-0.014266,0.05743,-0.129384,-0.017759,0.099151,0.014266
SNU,SNU,survival,8,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.724177,95% CI,0.106748,0.649077,0.812034,0.989943,0.719257,95% CrI,0.037458,0.637998,0.718752,0.786201,95% uncertainty interval,-0.00492,0.164691,-0.274211,-0.088633,0.352066,0.00492
SNU,SNU,survival,8,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.721771,95% CI,0.041127,0.621825,0.718763,0.781528,0.719257,95% CrI,0.037458,0.637998,0.718752,0.786201,95% uncertainty interval,-0.002514,0.055108,-0.109411,1.92e-4,0.108334,0.002514
SNU,SNU,survival,8,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.67355,95% CI,NA,0.558627,NA,0.812116,0.719257,95% CrI,0.037458,0.637998,0.718752,0.786201,95% uncertainty interval,0.045707,0.077144,-0.09764,0.044562,0.201254,0.045707
SNU,SNU,survival,8,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.721771,95% CI,0.041127,0.621825,0.718763,0.781528,0.724177,95% CI,0.106748,0.649077,0.812034,0.989943,95% CI,0.002406,0.165069,-0.352866,0.093882,0.279987,0.002406
SNU,SNU,survival,8,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.67355,95% CI,NA,0.558627,NA,0.812116,0.724177,95% CI,0.106748,0.649077,0.812034,0.989943,95% CI,0.050627,0.175098,-0.321135,0.129921,0.364823,0.050627
SNU,SNU,survival,8,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.67355,95% CI,NA,0.558627,NA,0.812116,0.721771,95% CI,0.041127,0.621825,0.718763,0.781528,95% CI,0.048221,0.077716,-0.099319,0.043644,0.203111,0.048221
SNU,SNU,survival,9,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.709242,95% CI,0.112418,0.630713,0.80141,0.989347,0.705414,95% CrI,0.039428,0.61913,0.704633,0.774024,95% uncertainty interval,-0.003828,0.167916,-0.286843,-0.097895,0.348619,0.003828
SNU,SNU,survival,9,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.706571,95% CI,0.043233,0.60116,0.703708,0.769643,0.705414,95% CrI,0.039428,0.61913,0.704633,0.774024,95% uncertainty interval,-0.001157,0.058732,-0.112435,0.002035,0.118903,0.001157
SNU,SNU,survival,9,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.67355,95% CI,NA,0.558627,NA,0.812116,0.705414,95% CrI,0.039428,0.61913,0.704633,0.774024,95% uncertainty interval,0.031864,0.079053,-0.115032,0.031523,0.193749,0.031864
SNU,SNU,survival,9,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.706571,95% CI,0.043233,0.60116,0.703708,0.769643,0.709242,95% CI,0.112418,0.630713,0.80141,0.989347,95% CI,0.002671,0.169591,-0.347539,0.096286,0.298033,0.002671
SNU,SNU,survival,9,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.67355,95% CI,NA,0.558627,NA,0.812116,0.709242,95% CI,0.112418,0.630713,0.80141,0.989347,95% CI,0.035692,0.176524,-0.327072,0.121539,0.369574,0.035692
SNU,SNU,survival,9,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.67355,95% CI,NA,0.558627,NA,0.812116,0.706571,95% CI,0.043233,0.60116,0.703708,0.769643,95% CI,0.033021,0.08014,-0.12346,0.030662,0.188919,0.033021
SNU,SNU,survival,10,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.695583,95% CI,0.117595,0.613264,0.791812,0.988909,0.6929,95% CrI,0.04126,0.599348,0.69163,0.764862,95% uncertainty interval,-0.002683,0.174615,-0.300337,-0.102494,0.36914,0.002683
SNU,SNU,survival,10,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.692657,95% CI,0.045149,0.58213,0.689862,0.759187,0.6929,95% CrI,0.04126,0.599348,0.69163,0.764862,95% uncertainty interval,2.43e-4,0.061549,-0.116528,2.02e-4,0.122717,2.43e-4
SNU,SNU,survival,10,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.67355,95% CI,NA,0.558627,NA,0.812116,0.6929,95% CrI,0.04126,0.599348,0.69163,0.764862,95% uncertainty interval,0.01935,0.079629,-0.132981,0.019099,0.179812,0.01935
SNU,SNU,survival,10,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.692657,95% CI,0.045149,0.58213,0.689862,0.759187,0.695583,95% CI,0.117595,0.613264,0.791812,0.988909,95% CI,0.002926,0.17489,-0.358966,0.105041,0.305395,0.002926
SNU,SNU,survival,10,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.67355,95% CI,NA,0.558627,NA,0.812116,0.695583,95% CI,0.117595,0.613264,0.791812,0.988909,95% CI,0.022033,0.183792,-0.357329,0.118135,0.359983,0.022033
SNU,SNU,survival,10,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.67355,95% CI,NA,0.558627,NA,0.812116,0.692657,95% CI,0.045149,0.58213,0.689862,0.759187,95% CI,0.019107,0.081361,-0.133184,0.018304,0.18221300000000001,0.019107
