dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,variant_id,variant_label,sensitivity_method,analysis_variant,evaluation_mode,risk_estimator,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,remission_component_available,eventfree_component_available,component_mode,component_note,threshold_id,threshold,threshold_label,positive_rule,n_subjects,n_event_by_horizon,n_remission_by_horizon,n_known_nonevent_by_horizon,n_evaluable_by_horizon,n_unknown_due_to_early_followup_loss,n_predicted_positive,n_predicted_negative,n_predicted_positive_evaluable,n_predicted_negative_evaluable,tp_count,fp_count,tn_count,fn_count,mean_predicted_transition_risk,min_predicted_transition_risk,max_predicted_transition_risk,mean_predicted_remission_risk,mean_predicted_eventfree_prob,mean_risk_difference_from_main_signed,mean_risk_difference_from_main_absolute,positive_classification_rate,positive_classification_rate_evaluable,false_positive_rate,false_positive_burden,false_positive_burden_known_nonevent,false_positive_per_100,specificity,ppv,tpr,event_prevalence_all,event_prevalence_evaluable,remission_prevalence_all,net_benefit,net_benefit_evaluable,standardized_net_benefit,evaluation_rule
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,12,1,13,41,54,0,13,0,12,1,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,1,0.018518518518518517,1,1.8518518518518516,0,0.9230769230769231,1,0.2222222222222222,0.9230769230769231,0.2222222222222222,0.22016460905349794,0.9145299145299146,0.9907407407407408,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,12,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.2222222222222222,0.19547325102880658,0.4222222222222222,0.8796296296296297,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,12,1,13,41,54,0,13,0,12,1,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,1,0.018518518518518517,1,1.8518518518518516,0,0.9230769230769231,1,0.2222222222222222,0.9230769230769231,0.2222222222222222,0.21895424836601307,0.909502262443439,0.9852941176470589,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,12,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.2222222222222222,0.17973856209150324,0.388235294117647,0.8088235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,12,1,13,41,54,0,13,0,12,1,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,1,0.018518518518518517,1,1.8518518518518516,0,0.9230769230769231,1,0.2222222222222222,0.9230769230769231,0.2222222222222222,0.2175925925925926,0.9038461538461539,0.9791666666666667,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,12,13,25,29,46,8,21,4,10,11,2,2,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,0.8518518518518519,0.84,0.8461538461538461,0.2037037037037037,0.8461538461538461,20.37037037037037,0.15384615384615385,0.47619047619047616,0.8333333333333334,0.2222222222222222,0.48,0.2222222222222222,0.13425925925925924,0.29000000000000004,0.6041666666666666,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.20955165692007796,0.4526315789473684,0.9429824561403509,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.19547325102880658,0.4222222222222222,0.8796296296296297,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.17973856209150324,0.388235294117647,0.8088235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,46,8,21,4,10,11,2,2,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,0.8518518518518519,0.84,0.8461538461538461,0.2037037037037037,0.8461538461538461,20.37037037037037,0.15384615384615385,0.47619047619047616,0.8333333333333334,0.2222222222222222,0.48,0.24074074074074073,0.13425925925925924,0.29000000000000004,0.6041666666666666,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.20955165692007796,0.4526315789473684,0.9429824561403509,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.19547325102880658,0.4222222222222222,0.8796296296296297,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.17973856209150324,0.388235294117647,0.8088235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,46,8,21,4,10,11,2,2,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,0.8518518518518519,0.84,0.8461538461538461,0.2037037037037037,0.8461538461538461,20.37037037037037,0.15384615384615385,0.47619047619047616,0.8333333333333334,0.2222222222222222,0.48,0.24074074074074073,0.13425925925925924,0.29000000000000004,0.6041666666666666,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.20955165692007796,0.4526315789473684,0.9429824561403509,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.19547325102880658,0.4222222222222222,0.8796296296296297,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,subdistribution_formula,subdistribution,PNU__base,individualized,Stage9_subdistribution,FineGray,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.28417115308814794,0.19171620731746708,0.4608980583893909,NA,NA,-0.023872813524233986,0.023872813524233986,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.17973856209150324,0.388235294117647,0.8088235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
